Name,Address,Province,City,Postal Code,Telephone,Email,Find or become a mentor to a newcomer,Francophone service provider,Help finding a job,Help preparing for the citizenship test,Help with daily life,Job-specific language training,Language assessment,Language training (general),Other Services,Services for LGBTQ2,Services for refugees,Services for seniors,Services for women,Services for youth
Dixon Hall,190 Carlton Street,Ontario,Toronto,M5A 2K8,416-863-0499 ext. 3225, ,True,False,False,False,True,False,False,False,False,False,False,False,False,False
DLS Consulting Inc. o/a Winnipeg English Language Assessment and Referral Centre,400 - 275 Portage Avenue   ,Manitoba,Winnipeg,R3B 2B3,204-943-5387,info@welarc.net,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Douglas College,13769 104 Avenue,British Columbia,Surrey,V3T 2W4,604-438-3045, ,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Douglas College,350-9801 King George Boulevard,British Columbia,Surrey,V3T 5H5,604-582-7479, ,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Douglas College,A1410-1250 Pinetree Way ,British Columbia,Coquitlam,V3B 7X3,604-777-6099, ,False,False,True,False,False,True,False,True,True,False,False,False,False,False
Dufferin-Peel Catholic District School Board,300 Great Lakes Drive,Ontario,Brampton,L6R 2W7,905-361-2344 ext. 60679, ,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Dufferin-Peel Catholic District School Board,40 Matheson Blvd.,Ontario,Mississauga,L5R1C5,905-890-0708, ,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Dufferin-Peel Catholic District School Board,680 Novo Star Drive,Ontario,Mississauga,L5W 1C7,905-890-1221, ,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Durham Catholic District School Board,1003 Gifford Street,Ontario,Whitby,L1N 2S4,905-666-1255 ext. 2800, ,False,False,False,False,True,True,False,True,False,False,False,False,False,False
Durham Catholic District School Board,458 Fairall Street Unit 7,Ontario,Ajax,L1S 1R6,905-683-7713, ,False,False,False,False,True,False,False,True,False,False,False,False,False,False
Durham District School Board - Continuing Education,120 Centre Street South,Ontario,Oshawa,L4G 1K1,905-831-3118,DCEInfo@ddsb.ca,True,False,False,False,True,True,False,True,False,False,False,False,False,False
Durham District School Board - Continuing Education,1400 Bayly Street Unit # 1,Ontario,Pickering,L1W 3R2,905-831-3118,DCEInfo@ddsb.ca,True,False,False,False,False,True,False,True,False,False,False,False,False,False
Durham Region Unemployed Help Centre  ,1400 Bayly Street Unit 5 & 16B,Ontario,Pickering,L1W 3R2,905-420-4010,careadmin@unemployedhelp.on.ca ,False,False,True,False,False,False,False,False,True,False,False,False,False,False
Durham Region Unemployed Help Centre  ,272 King Street East,Ontario,Oshawa,L1H 1C8,905-579-1821,info@unemployedhelp.on.ca ,False,False,True,False,False,False,False,False,True,False,False,False,False,False
East Central Newcomer Welcome Centre Inc.,H 132 Broadway Street West  ,Saskatchewan,Yorkton,S3N 0M4,306-783-2777, ,True,False,False,False,True,False,False,False,True,False,False,False,False,True
East York East Toronto Family Resources Org.,1108 Greenwod Avenue,Ontario,Toronto,M4J 1M9,416-686-3390, ,False,False,False,False,False,False,False,False,False,False,False,False,False,False
East York East Toronto Family Resources Org.,2 Cedarcrest Boulevard,Ontario,Toronto,M4B 2N9,416-686-3390, ,False,False,False,False,True,False,False,False,True,False,False,False,False,False
East York East Toronto Family Resources Org.,269 Gerrard Street East,Ontario,Toronto,M5A 2G1,416-686-3390, ,False,False,False,False,False,False,False,False,False,False,False,False,False,False
East York East Toronto Family Resources Org.,3079 Danforth Avenue,Ontario,Toronto,M1L 1A9,416-686-3390, ,False,False,False,False,True,False,False,False,True,False,False,False,False,False
East York East Toronto Family Resources Org.,4 Massey Square,Ontario,Toronto,M4V 5M9,416-686-3390, ,False,False,False,False,True,False,False,False,True,False,False,False,False,False
East York East Toronto Family Resources Org.,495 Sherbourne Street,Ontario,Toronto,M4X 1K7,416-686-3390, ,False,False,False,False,False,False,False,False,False,False,False,False,False,False
East York East Toronto Family Resources Org.,555 Richmond Street West,Ontario,Toronto,M5V 3B1,416-686-3390, ,False,False,False,False,False,False,False,False,False,False,False,False,False,False
East York East Toronto Family Resources Org.,80 Sackville Avevenue,Ontario,Toronto,M5A 3E5,416-686-3390, ,False,False,False,False,False,False,False,False,False,False,False,False,False,False
East York East Toronto Family Resources Organization,101 Barrington Ave. 4 Massey Square 2 Cedarcrest Blvd. 70 Spruce Street 675 Ontario Street     ,Ontario,Toronto,M4C 4Z2,416-686-5153, ,False,False,False,False,True,False,False,False,True,False,True,False,False,False
Economic and Social Council of Ottawa-Carleton,130 rue Slater suite 1220,Ontario,Ottawa,K1P6E2,613-321-1080,info@cesoc.ca,False,True,False,True,True,False,False,False,True,False,False,False,False,False
Economic and Social Council of Ottawa-Carleton,134 Main St E suite 303,Ontario,Hawkesbury,K6A 1A3,613-248-1343,info@cesoc.ca,False,True,True,True,True,False,False,False,True,False,False,False,False,False
Economic and Social Council of Ottawa-Carleton,255 Carling Ave Suite 300,Ontario,Ottawa,K2B7Z5,613-248-1343,info@cesoc.ca,False,True,False,True,True,False,False,False,False,False,False,False,False,False
Economic and Social Council of Ottawa-Carleton,2720 Richmond rd suite 310,Ontario,Ottawa,K2B 6S2,613-248-1343,info@cesoc.ca,False,True,False,True,True,False,False,False,False,False,False,False,False,False
Economic and Social Council of Ottawa-Carleton,55 Water St suite 110,Ontario,Cornwall,K6J 1A1,613-248-1343,info@cesoc.ca,False,True,True,True,True,False,False,False,True,False,True,False,False,False
Economic and Social Council of Ottawa-Carleton,815 St. Laurent Blvd suite 107,Ontario,Ottawa,K1K 3A7,613-248-1343,info@cesoc.ca,True,True,True,True,True,False,False,False,True,False,True,True,False,True
Economic and Social Council of Ottawa-Carleton,841 Sydney St suite 203,Ontario,Cornwall,K6H 3J7,613-248-1343,info@cesoc.ca,False,True,False,True,False,False,False,False,True,False,False,False,False,False
Edge Skills Centre Inc.,511 St. Anne's Road   ,Manitoba,Winnipeg,R2M 3E5,204-255-5390,eslinfo@edgeinc.ca,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Edmonton Immigrant Services Association (EISA),10720 - 113th Street Suite 201,Alberta,Edmonton,T5H 3H8,780-474-8445, ,True,False,False,False,True,False,False,False,True,False,False,False,False,True
Edmonton Mennonite Centre for Newcomers,11713 - 82nd Street,Alberta,Edmonton,T5B 2V9,780-424-7709, ,True,False,True,False,True,True,False,True,True,True,False,True,True,True
Edmonton Public Schools - Metro Continuing Education,7835 76 Avenue NW,Alberta,Edmonton,T6C 2N1,780-428-1111, ,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Edmonton Region Immigrant Employment Council,304-10209 97 Street NW,Alberta,Edmonton,T5J 0L5,780-497-8866, ,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Edson and District Community Learning Society,111-54 Street Suite 105 ,Alberta,Edson,T7E 1T2,780-723-6247,settlementservices@edsonlearning.ca,True,False,True,False,True,False,False,True,True,False,False,False,False,True
Elmwood Community Resource Centre and Area Association,545 Watt Street,Manitoba,Winnipeg,R2K 2S2,204-982-1720,ncondo@elmwoodcrc.ca,False,False,True,False,True,False,False,False,False,False,False,False,False,False
EmployAbilities Society of Alberta,402-10909 Jasper Ave NW,Alberta,Edmonton,T5J 3L9,780-423-4106, ,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Employment Services Centre of prescott-Russell,201-134 Main St. East,Ontario,Hawkesbury,K6A 1A3,1-800-668-5950 or 613-632-0179 for headquarters,info@csepr.ca,False,True,True,False,True,False,False,False,False,False,False,False,True,True
Employment Solutions for Immigrants Inc. (Manitoba Start),271 Portage Avenue,Manitoba,Winnipeg,R3B 0A8,204-944-8787,judith.hayes@manitoba start.com,False,False,True,False,True,False,False,False,True,False,False,False,True,False
English at First,16 William Street West,Ontario,Waterloo,N2L 1J3,519-571-0360, ,False,False,False,False,True,False,False,True,False,False,False,True,False,False
English Language Tutoring for the Ottawa Community (ELTOC) - Home Tutoring,404 McArthur Avenue Suite 108. Heartwood House,Ontario,Ottawa,K1K 1G8,613-232-8566,admin@eltoc.ca,True,False,False,False,False,False,False,True,False,False,True,False,False,False
English Online,Suite 610-294 Portage Avenue,Manitoba,Winnipeg,R3C 0B9,204-946-5140,info@myenglishonline.ca,True,False,False,False,True,False,False,True,False,False,False,False,False,False
Environics Institute for Survey Research,33 Bloor Street East Suite 900  ,Ontario,Toronto,M4W3H1,416-969-2457,keith.neuman@environics.ca,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Equilibrium International Education Institute,707 14th Street North West,Alberta,Calgary,T2N 2A4,403-283-1111,school@equilibrium.ab.ca,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Families Canada,150 Isabella St Suite 149 (Phase 2)  ,Ontario,Ottawa,K1S 1V7,613-237-7667 ext. 223,info@familiescanada.ca,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Family Dynamics Inc.,401-393 Portage Avenue   ,Manitoba,Winnipeg,R3B 3H6,204-947-1401,mbarchyn@familydynamics.ca,False,False,False,False,True,False,False,False,False,False,True,False,True,True
Family Service Toronto,3600 Kingston Rd ,Ontario,Toronto,M1M 1R9,905-420-4010, ,True,False,False,False,True,False,False,False,True,False,False,True,True,True
Family Service Toronto ,1527 Victoria Park,Ontario,Toronto,M1L 2T3,905-420-4010, ,True,False,False,False,True,False,False,False,True,False,False,True,True,True
Family Service Toronto (Bathurst - Finch HUB),540 Finch Ave West,Ontario,Toronto,M2R 1N7,647-436-0385, ,True,False,False,False,True,False,False,False,True,False,False,True,True,True
Family Service Toronto (c/o Women for Change),720 Trethewey Drive Suite 201.,Ontario,Toronto,M6M 5A5,647-201-5765, ,True,False,False,False,True,False,False,False,True,False,False,True,True,True
Family Service Toronto (Fairview Public Library),Fairview Mall Don Mills Road ,Ontario,Toronto,M2J 5A7,905-420-4010, ,True,False,False,False,True,False,False,False,True,False,False,True,True,True
Fast Track - Centre for Skills Development and Training,11 Guelph Street,Ontario,Georgetown,L7G 3Z1,905-702-7311, ,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Fast Track - Centre for Skills Development and Training,1395 Abbeywood Drive,Ontario,Oakville,L6M 3B2,905-847-8345, ,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Fast Track - Centre for Skills Development and Training,2020 Appleby Line,Ontario,Burlington,L7L 6M6,905-336-5444, ,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Fast Track - Centre for Skills Development and Training,208-550 Ontario Street,Ontario,Milton,L9T 3M9,905-693-8458, ,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Fast Track - Centre for Skills Development and Training,3335 North Service Road,Ontario,Burlington,L7N 3G2,905-333-3499, ,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Fast Track - Centre for Skills Development and Training,860 Harrington Court,Ontario,Burlington,L7N 3N4,905-878-1240, ,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Fast Track – Community Centre for Skills Development and Training,3350 South Service Road,Ontario,Burlington,L7N 3M6,905-333-3499, ,False,False,False,False,True,False,False,True,True,False,False,False,False,False
Fédération acadienne de la Nouvelle-Écosse,54 Queen Street,Nova Scotia,Dartmouth,B2Y 1G3,902-433-2028,khowlett@immigrationfrancophonene.ca,True,True,True,False,True,False,False,False,True,False,False,True,True,True
Fédération acadienne de la Nouvelle-Écosse (FANE),6090 Mumford Road,Nova Scotia,Halifax,B3L 4P1,902-433-2099,info@immigrationfrancophonene.ca,True,True,True,True,True,False,False,False,True,False,False,False,False,True
Fédération des associations de juristes d'expression française de common law inc. (FAJEF),1-242 Goulet St,Manitoba,Winnipeg,R2H 0S2,204-291-1939,bureau@ajefa.ca,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Fédération des communautés francophones et acadienne (FCFA) du Canada,450 Rideau St,Ontario,Ottawa,K1N 5Z4,613-241-7600,info@fcfa.ca,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Fédération des francophones de la Colombie-Britannique,101-1575 7th Avenue West,British Columbia,Vancouver,V6J 1S1,604-732-1420,direction@ffcb.ca,True,True,True,False,True,False,False,False,True,False,True,False,False,False
Fédération franco-ténoise,5016 48 Street,Northwest Territories,Yellowknife,X1A 1N3,867-920-2919 ext. 262,immigrationtno@franco-nord.com,True,True,False,False,True,False,False,False,True,False,False,False,False,False
Flexibility Learning Systems,506 - 4th Avenue S,Alberta,Lethbridge,T1J 0N5,403-320-2057,flexilearning@shaw.ca,True,False,True,False,False,False,False,True,False,False,False,True,True,False
Folk Arts Council of St. Catharines Multicultural Centre,570 King Street,Ontario,Welland,L3B 3L2,905-685-6589, ,True,False,False,False,False,False,False,False,False,False,False,True,False,True
Folk Arts Council of St. Catharines Multicultural Centre,8123 Lundy’s Lane,Ontario,Niagara Falls,L2H 1H3,289-296-7369, ,True,False,True,False,True,False,False,False,True,False,False,True,False,True
Folk Arts Council of St. Catharines Multicultural Centre,85 Church Street,Ontario,St. Catharines,L2R 3C7,905-685-6589, ,True,False,True,False,True,True,False,True,True,False,False,True,False,True
For Youth Initiative,1652 Keele Street,Ontario,Toronto,M6M 3W3,416-653-3311, ,True,False,True,False,True,False,False,False,False,True,True,False,True,True
Fort Erie Multicultural Centre,150 Jarvis Street,Ontario,Fort Erie,L2A 2S4,905-871-3641, ,True,False,True,False,True,False,False,False,True,False,False,False,False,True
Fort Erie Multicultural Centre,54 Jarvis St,Ontario,Fort Erie,L2A 2S4,905-991-8951, ,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Fort Erie Multicultural Centre - Peace Bridge Newcomer Centre,80 Queen St,Ontario,Fort Erie,L2A 6M4,905-871-3641, ,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Fort Nelson Community Literacy Society,#17 Landmark Plaza 4903 51 Ave W P.O. Box 91,British Columbia,Fort Nelson,V0C 1R0,250-774-4415,coordinator@fncls.com,False,False,False,False,True,False,False,True,False,False,False,False,False,False
